Source,Target,BaseGearScore,Cooldown,RecipeLevel,SalvageRecipe,Quantity,Tradeskill,Rarity,Station,Icon,Type,Category
berryt1,foodarcanistt2,15.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArcanistT2,recipe,Foods
nutt1,foodarcanistt2,15.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArcanistT2,recipe,Foods
honeyt1,foodarcanistt2,15.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArcanistT2,recipe,Foods
mintt1,foodarcanistt2,15.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,FoodArcanistT2,recipe,Foods
berryt1,foodarcanistt1,5.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 1,FoodArcanistT1,recipe,Foods
cranberryt1,foodarcanistt1,5.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 1,FoodArcanistT1,recipe,Foods
sugart1,foodarcanistt1,5.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 1,FoodArcanistT1,recipe,Foods
focstrbonust3,focstrbonust4,160.0,nan,nan,nan,3,Weaponsmithing,1.0,Forge Tier 5,FOCSTRBonusT4,recipe,Craft Mod Infusion
transmutationcatalystt5,focstrbonust4,160.0,nan,nan,nan,1,Weaponsmithing,1.0,Forge Tier 5,FOCSTRBonusT4,recipe,Craft Mod Infusion
focstrbonust2,focstrbonust3,110.0,nan,nan,nan,4,Weaponsmithing,1.0,Forge Tier 4,FOCSTRBonusT3,recipe,Craft Mod Infusion
transmutationcatalystt4,focstrbonust3,110.0,nan,nan,nan,1,Weaponsmithing,1.0,Forge Tier 4,FOCSTRBonusT3,recipe,Craft Mod Infusion
focstrbonust1,focstrbonust2,60.0,nan,nan,nan,5,Weaponsmithing,1.0,Forge Tier 3,FOCSTRBonusT2,recipe,Craft Mod Infusion
transmutationcatalystt3,focstrbonust2,60.0,nan,nan,nan,1,Weaponsmithing,1.0,Forge Tier 3,FOCSTRBonusT2,recipe,Craft Mod Infusion
focintbonust3,focintbonust4,160.0,nan,nan,nan,3,Arcana,1.0,Arcane Repository Tier 5,FOCINTBonusT4,recipe,Craft Mod Infusion
transmutationcatalystt5,focintbonust4,160.0,nan,nan,nan,1,Arcana,1.0,Arcane Repository Tier 5,FOCINTBonusT4,recipe,Craft Mod Infusion
focintbonust2,focintbonust3,110.0,nan,nan,nan,4,Arcana,1.0,Arcane Repository Tier 4,FOCINTBonusT3,recipe,Craft Mod Infusion
transmutationcatalystt4,focintbonust3,110.0,nan,nan,nan,1,Arcana,1.0,Arcane Repository Tier 4,FOCINTBonusT3,recipe,Craft Mod Infusion
focintbonust1,focintbonust2,60.0,nan,nan,nan,5,Arcana,1.0,Arcane Repository Tier 3,FOCINTBonusT2,recipe,Craft Mod Infusion
transmutationcatalystt3,focintbonust2,60.0,nan,nan,nan,1,Arcana,1.0,Arcane Repository Tier 3,FOCINTBonusT2,recipe,Craft Mod Infusion
focdexbonust3,focdexbonust4,160.0,nan,nan,nan,3,Engineering,1.0,Workshop Tier 5,FOCDEXBonusT4,recipe,Craft Mod Infusion
transmutationcatalystt5,focdexbonust4,160.0,nan,nan,nan,1,Engineering,1.0,Workshop Tier 5,FOCDEXBonusT4,recipe,Craft Mod Infusion
focdexbonust2,focdexbonust3,110.0,nan,nan,nan,4,Engineering,1.0,Workshop Tier 4,FOCDEXBonusT3,recipe,Craft Mod Infusion
transmutationcatalystt4,focdexbonust3,110.0,nan,nan,nan,1,Engineering,1.0,Workshop Tier 4,FOCDEXBonusT3,recipe,Craft Mod Infusion
focdexbonust1,focdexbonust2,60.0,nan,nan,nan,5,Engineering,1.0,Workshop Tier 3,FOCDEXBonusT2,recipe,Craft Mod Infusion
transmutationcatalystt3,focdexbonust2,60.0,nan,nan,nan,1,Engineering,1.0,Workshop Tier 3,FOCDEXBonusT2,recipe,Craft Mod Infusion
focconbonust3,focconbonust4,160.0,nan,nan,nan,3,Armoring,1.0,Outfitting Station Tier 5,FOCCONBonusT4,recipe,Craft Mod Infusion
transmutationcatalystt5,focconbonust4,160.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 5,FOCCONBonusT4,recipe,Craft Mod Infusion
focconbonust2,focconbonust3,110.0,nan,nan,nan,4,Armoring,1.0,Outfitting Station Tier 4,FOCCONBonusT3,recipe,Craft Mod Infusion
transmutationcatalystt4,focconbonust3,110.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 4,FOCCONBonusT3,recipe,Craft Mod Infusion
focconbonust1,focconbonust2,60.0,nan,nan,nan,5,Armoring,1.0,Outfitting Station Tier 3,FOCCONBonusT2,recipe,Craft Mod Infusion
transmutationcatalystt3,focconbonust2,60.0,nan,nan,nan,1,Armoring,1.0,Outfitting Station Tier 3,FOCCONBonusT2,recipe,Craft Mod Infusion
focbonust3,focbonust4,160.0,nan,nan,nan,3,Arcana,1.0,Arcane Repository Tier 5,FOCBonusT4,recipe,Craft Mod Infusion
transmutationcatalystt5,focbonust4,160.0,nan,nan,nan,1,Arcana,1.0,Arcane Repository Tier 5,FOCBonusT4,recipe,Craft Mod Infusion
focbonust2,focbonust3,110.0,nan,nan,nan,4,Arcana,1.0,Arcane Repository Tier 4,FOCBonusT3,recipe,Craft Mod Infusion
transmutationcatalystt4,focbonust3,110.0,nan,nan,nan,1,Arcana,1.0,Arcane Repository Tier 4,FOCBonusT3,recipe,Craft Mod Infusion
focbonust1,focbonust2,60.0,nan,nan,nan,5,Arcana,1.0,Arcane Repository Tier 3,FOCBonusT2,recipe,Craft Mod Infusion
transmutationcatalystt3,focbonust2,60.0,nan,nan,nan,1,Arcana,1.0,Arcane Repository Tier 3,FOCBonusT2,recipe,Craft Mod Infusion
cornt1,Cooked Grain,0,Item Category,0,Item Category,1,Item Category,0,Item Category,icons/items/drawing/graincooked,category,Item Category
barleyt1,Cooked Grain,0,Item Category,0,Item Category,1,Item Category,0,Item Category,icons/items/drawing/graincooked,category,Item Category
Cooked Grain,flourt1,5.0,nan,nan,nan,2,Cooking,0.0,Kitchen Tier 2,FlourT1,recipe,Crafting Components
workorder_firstaidsuppliest5,firstaidsuppliest5,150.0,nan,nan,nan,1,Arcana,0.0,Arcane Repository Tier 5,FirstAidSuppliesT5,recipe,Work Orders
workorder_firstaidsuppliest4,firstaidsuppliest4,100.0,nan,nan,nan,1,Arcana,0.0,Arcane Repository Tier 4,FirstAidSuppliesT4,recipe,Work Orders
workorder_firstaidsuppliest3,firstaidsuppliest3,50.0,nan,nan,nan,1,Arcana,0.0,Arcane Repository Tier 3,FirstAidSuppliesT3,recipe,Work Orders
workorder_firstaidsuppliest2,firstaidsuppliest2,0.0,nan,nan,nan,1,Arcana,0.0,Arcane Repository Tier 2,FirstAidSuppliesT2,recipe,Work Orders
workorder_1305_1315_l40fstaff_falmeaswrath,2hstafffire_falmeaswratht4,5.0,nan,nan,nan,1,Arcana,3.0,Arcane Repository Tier 3,2hStaffFire_TormentedSoulT4,recipe,Work Orders
1305_1315_singedbranches,2hstafffire_falmeaswratht4,5.0,nan,nan,nan,14,Arcana,3.0,Arcane Repository Tier 3,2hStaffFire_TormentedSoulT4,recipe,Work Orders
1305_1315_wyrdwoodashes,2hstafffire_falmeaswratht4,5.0,nan,nan,nan,15,Arcana,3.0,Arcane Repository Tier 3,2hStaffFire_TormentedSoulT4,recipe,Work Orders
1305_1315_unhallowedwater,2hstafffire_falmeaswratht4,5.0,nan,nan,nan,16,Arcana,3.0,Arcane Repository Tier 3,2hStaffFire_TormentedSoulT4,recipe,Work Orders
1305_1315_heartofallflame,2hstafffire_falmeaswratht4,5.0,nan,nan,nan,1,Arcana,3.0,Arcane Repository Tier 3,2hStaffFire_TormentedSoulT4,recipe,Work Orders
workorder_faction_provisions10_t5,faction_provisions10_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fisht1,faction_provisions10_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fisht2,faction_provisions10_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fishoilt1,faction_provisions10_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
meatsquidt1,faction_provisions10_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions10_t4,faction_provisions10_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
saltt1,faction_provisions10_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
peppercornt1,faction_provisions10_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cookingoilt1,faction_provisions10_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions10_t3,faction_provisions10_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
sugart1,faction_provisions10_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
eggt1,faction_provisions10_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
flourt1,faction_provisions10_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions10_t2,faction_provisions10_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fisht1,faction_provisions10_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
buttert1,faction_provisions10_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
lemont1,faction_provisions10_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions09_t5,faction_provisions09_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
potatot1,faction_provisions09_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
pastat1,faction_provisions09_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
breadt1,faction_provisions09_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
pastrycrustt1,faction_provisions09_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions09_t4,faction_provisions09_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fisht1,faction_provisions09_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fisht2,faction_provisions09_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fishoilt1,faction_provisions09_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions09_t3,faction_provisions09_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fisht1,faction_provisions09_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fisht2,faction_provisions09_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
fishoilt1,faction_provisions09_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions09_t2,faction_provisions09_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
pastat1,faction_provisions09_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
breadt1,faction_provisions09_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions08_t5,faction_provisions08_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
saltt1,faction_provisions08_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
peppercornt1,faction_provisions08_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cookingoilt1,faction_provisions08_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
seasoningblendt1,faction_provisions08_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions08_t4,faction_provisions08_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
basilt1,faction_provisions08_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
oreganot1,faction_provisions08_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
parsleyt1,faction_provisions08_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions08_t3,faction_provisions08_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
porkt1,faction_provisions08_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
poultryt1,faction_provisions08_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
meatgamet1,faction_provisions08_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions08_t2,faction_provisions08_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
tarragont1,faction_provisions08_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
oniont1,faction_provisions08_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
thymet1,faction_provisions08_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions07_t5,faction_provisions07_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
sugart1,faction_provisions07_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
eggt1,faction_provisions07_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
flourt1,faction_provisions07_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
yeastt1,faction_provisions07_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions07_t4,faction_provisions07_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
venisont1,faction_provisions07_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
hamhockt1,faction_provisions07_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
mushroomt1,faction_provisions07_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions07_t3,faction_provisions07_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
saltt1,faction_provisions07_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
peppercornt1,faction_provisions07_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cookingoilt1,faction_provisions07_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions07_t2,faction_provisions07_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
eggt1,faction_provisions07_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
breadt1,faction_provisions07_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
sausaget1,faction_provisions07_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions06_t5,faction_provisions06_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
strawberryt1,faction_provisions06_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cranberryt1,faction_provisions06_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
blueberryt1,faction_provisions06_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
oranget1,faction_provisions06_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions06_t4,faction_provisions06_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
strawberryt1,faction_provisions06_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cranberryt1,faction_provisions06_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
blueberryt1,faction_provisions06_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions06_t3,faction_provisions06_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
nutmegt1,faction_provisions06_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
paprikat1,faction_provisions06_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
gingert1,faction_provisions06_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions06_t2,faction_provisions06_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
redmeatt1,faction_provisions06_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
potatot1,faction_provisions06_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
garlict1,faction_provisions06_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions05_t5,faction_provisions05_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
barleyt1,faction_provisions05_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
nutt1,faction_provisions05_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
honeyt1,faction_provisions05_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
wheatt1,faction_provisions05_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions05_t4,faction_provisions05_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
potatot1,faction_provisions05_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
pastat1,faction_provisions05_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
breadt1,faction_provisions05_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions05_t3,faction_provisions05_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
basilt1,faction_provisions05_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
oreganot1,faction_provisions05_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
parsleyt1,faction_provisions05_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions05_t2,faction_provisions05_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
meatgamet1,faction_provisions05_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
mushroomt1,faction_provisions05_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
rosemaryt1,faction_provisions05_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions04_t5,faction_provisions04_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
oniont1,faction_provisions04_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
carrott1,faction_provisions04_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cornt1,faction_provisions04_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
garlict1,faction_provisions04_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions04_t4,faction_provisions04_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cheeset1,faction_provisions04_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
buttert1,faction_provisions04_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
milkt1,faction_provisions04_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions04_t3,faction_provisions04_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
thymet1,faction_provisions04_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
saget1,faction_provisions04_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
mintt1,faction_provisions04_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions04_t2,faction_provisions04_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
poultryt1,faction_provisions04_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cookingoilt1,faction_provisions04_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
honeyt1,faction_provisions04_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions03_t5,faction_provisions03_t5,100.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
porkt1,faction_provisions03_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
poultryt1,faction_provisions03_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
meatgamet1,faction_provisions03_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
sausaget1,faction_provisions03_t5,100.0,nan,nan,nan,15,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions03_t4,faction_provisions03_t4,50.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
barleyt1,faction_provisions03_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
nutt1,faction_provisions03_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
honeyt1,faction_provisions03_t4,50.0,nan,nan,nan,12,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions03_t3,faction_provisions03_t3,20.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
strawberryt1,faction_provisions03_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
milkt1,faction_provisions03_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
sugart1,faction_provisions03_t3,20.0,nan,nan,nan,8,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
workorder_faction_provisions03_t2,faction_provisions03_t2,3.0,nan,nan,nan,1,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
cranberryt1,faction_provisions03_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
sugart1,faction_provisions03_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
watert1,faction_provisions03_t2,3.0,nan,nan,nan,5,Cooking,0.0,Kitchen Tier 2,Faction_Provisions,recipe,Work Orders
